order_item_id,order_id,product_id,quantity,unit_price
239,2189,284,6,1433.32
240,5629,11,8,819.75
241,4408,105,6,898.42
242,356,296,6,1931.78
243,2673,287,9,1073.39
244,6115,140,8,1740.25
245,136,128,10,1129.15
246,6995,217,5,1583.09
247,5354,108,6,1084.12
248,9846,50,8,1375.29
249,6634,169,1,981.75
250,4238,235,2,727.79
251,9003,268,4,1929.5
252,75,20,10,1868.51
253,9646,175,5,145.26
254,2235,282,9,1270.34
255,7461,109,5,288.87
256,4667,206,7,1849.08
257,8460,223,7,1938.15
258,7373,276,10,63.56
259,9493,133,8,194.0
260,269,210,2,41.16
261,7497,12,7,960.12
262,9573,27,2,576.28
263,4274,226,2,986.3
264,1324,14,4,649.12
265,8579,134,8,112.56
266,1682,173,7,1531.03
267,7872,184,7,44.11
268,7081,167,1,927.05
269,5550,40,9,1963.55
270,8277,217,1,1583.09
271,1572,197,8,760.57
272,4793,134,10,112.56
273,2961,105,5,898.42
274,3400,189,10,512.31
275,7127,295,9,1933.95
276,5369,10,5,1956.04
277,5312,9,6,20.31
278,6701,210,10,41.16
279,3758,249,6,1148.2
280,5094,24,3,1754.72
281,4331,92,9,792.19
282,7122,37,8,1655.71
283,8800,86,6,1534.0
284,7303,64,5,132.9
285,546,67,6,337.43
286,913,124,9,375.92
287,5304,252,7,544.13
288,2826,193,5,1980.56
289,8425,37,7,1655.71
290,4086,265,5,280.89
291,9388,126,7,608.47
292,9164,27,7,576.28
293,3210,166,9,1933.35
294,5748,114,1,1971.53
295,1386,12,2,960.12
296,2316,225,9,1569.26
297,9472,194,10,606.95
298,5464,44,10,1908.53
299,3415,1,5,1866.72
300,8253,189,3,512.31
301,8024,236,6,20.34
302,8589,193,8,1980.56
303,800,111,7,644.62
304,5367,213,3,333.28
305,846,100,7,558.54
306,3533,130,5,782.95
307,4609,109,10,288.87
308,4230,207,9,1799.63
309,9794,194,4,606.95
310,3812,54,9,961.58
311,1179,78,4,1494.15
312,3643,190,8,541.98
313,6909,46,8,32.76
314,784,230,4,1546.61
315,2033,229,5,1324.74
316,4587,183,8,1076.12
317,7563,220,3,471.97
318,6775,70,7,190.97
319,4015,201,8,1293.37
320,8818,161,1,597.43
321,8347,284,10,1433.32
322,8002,254,5,559.16
323,8124,192,10,923.41
324,4467,147,4,1831.1
325,4674,258,6,1191.67
326,2267,182,4,43.29
327,7310,236,5,20.34
328,451,123,8,306.94
329,6379,239,7,382.91
330,9136,244,5,1571.03
331,410,136,3,88.7
332,370,246,7,781.72
333,7656,182,2,43.29
334,5049,228,6,869.38
335,3273,153,2,206.23
336,1246,163,8,1143.88
337,3403,107,1,810.51
338,9640,30,1,552.95
339,763,293,5,341.01
340,549,210,6,41.16
341,6528,183,9,1076.12
342,2458,124,5,375.92
343,4316,176,4,28.19
344,8608,171,7,1052.65
345,5988,126,6,608.47
346,2954,103,3,488.93
347,6744,221,1,687.78
348,221,19,5,841.59
349,7642,15,10,1816.79
350,1290,36,1,359.23
351,4023,158,10,1485.09
352,5926,216,2,670.14
353,1289,257,10,1444.59
354,9693,205,6,956.25
355,1317,45,9,1169.1
356,1668,163,9,1143.88
357,3524,230,5,1546.61
358,6583,219,2,116.86
359,5112,157,8,1129.42
360,7352,218,2,1006.58
361,8368,210,9,41.16
362,7977,1,5,1866.72
363,7563,299,7,1496.24
364,6552,197,9,760.57
365,2413,9,6,20.31
366,2182,189,7,512.31
367,5622,192,1,923.41
368,8631,35,5,1352.06
369,2689,120,4,1944.86
370,60,93,10,1458.44
371,3047,255,7,973.62
372,4683,9,6,20.31
373,4559,247,4,1452.44
374,8766,217,3,1583.09
375,2549,35,5,1352.06
376,898,182,2,43.29
377,3544,46,9,32.76
378,6366,193,1,1980.56
379,5052,249,5,1148.2
380,7391,125,4,952.3
381,9041,47,5,1388.61
382,7435,257,6,1444.59
383,2747,134,8,112.56
384,4903,155,3,1829.52
385,44,97,6,854.01
386,9924,135,5,1350.61
387,1690,9,3,20.31
388,3702,259,8,921.14
389,3698,183,2,1076.12
390,8803,209,7,1858.25
391,5081,255,8,973.62
392,4956,49,4,620.54
393,1478,105,6,898.42
394,1251,259,4,921.14
395,142,73,6,836.69
396,8424,192,4,923.41
397,4384,215,6,1357.3
398,8758,41,6,653.97
399,3442,270,9,1935.85
400,5975,86,2,1534.0
401,8012,282,10,1270.34
402,5372,176,10,28.19
403,949,296,9,1931.78
404,4974,39,3,1341.82
405,9077,193,6,1980.56
406,5915,266,2,1210.39
407,6174,236,6,20.34
408,2914,111,9,644.62
409,3368,50,10,1375.29
410,3611,160,9,1162.49
411,9371,47,9,1388.61
412,673,29,4,1703.61
413,8731,34,5,1583.63
414,6311,97,5,854.01
415,2083,89,5,757.53
416,2573,53,10,446.07
417,6062,295,8,1933.95
418,3968,27,10,576.28
419,1665,89,2,757.53
420,8438,161,3,597.43
421,7737,99,5,926.64
422,1486,45,5,1169.1
423,6580,46,4,32.76
424,4088,43,6,478.69
425,5839,186,4,222.96
426,885,33,6,38.03
427,3662,20,4,1868.51
428,965,158,5,1485.09
429,169,231,8,1598.13
430,8730,46,2,32.76
431,778,209,6,1858.25
432,8996,156,6,632.71
433,5240,234,7,1481.91
434,7081,122,5,1395.65
435,5334,156,2,632.71
436,9149,95,10,1957.2
437,9684,51,3,1383.68
438,6662,137,6,384.44
439,2502,29,7,1703.61
440,5027,43,10,478.69
441,1688,12,7,960.12
442,1715,196,7,196.07
443,1529,9,1,20.31
444,8626,68,3,889.26
445,4097,69,2,1436.67
446,6628,275,3,368.06
447,6839,258,3,1191.67
448,2490,43,8,478.69
449,5831,206,3,1849.08
450,6243,292,7,1318.63
451,2393,16,9,1308.07
452,3172,139,8,441.86
453,9387,45,1,1169.1
454,183,177,10,917.46
455,3775,72,6,912.33
456,8066,67,3,337.43
457,9032,234,1,1481.91
458,3298,81,3,1086.92
459,500,24,8,1754.72
460,4380,287,6,1073.39
461,8083,66,5,1149.68
462,3136,285,8,157.19
463,2001,75,10,1348.81
464,5729,46,5,32.76
465,5484,96,1,1350.26
466,5427,263,1,886.04
467,2416,265,7,280.89
468,262,195,1,1310.93
469,4720,283,1,512.84
470,2843,94,5,1671.3
471,210,215,6,1357.3
472,4923,245,5,34.56
473,7392,205,10,956.25
474,5589,22,10,1578.04
475,382,132,2,1845.23
476,8236,300,9,1165.23
477,5415,224,7,68.96
478,4254,105,1,898.42
479,1537,200,6,1004.72
480,5807,221,3,687.78
481,3614,264,9,1632.8
482,8064,272,9,1634.82
483,8364,227,7,1110.55
484,5695,218,10,1006.58
485,3894,38,4,662.57
486,6380,27,7,576.28
487,2097,71,10,896.51
488,378,46,2,32.76
489,3171,285,7,157.19
490,150,144,8,1496.29
491,9653,142,8,431.5
492,1305,296,10,1931.78
493,253,110,9,475.98
494,274,107,6,810.51
495,1987,132,9,1845.23
496,9616,166,4,1933.35
497,9177,87,10,755.18
498,4749,158,2,1485.09
499,9653,63,5,1835.32
500,7531,289,1,1406.25
501,5926,120,5,1944.86
502,7218,66,9,1149.68
503,3922,184,2,44.11
504,6699,243,4,195.2
505,923,289,6,1406.25
506,3622,65,7,1806.75
507,8085,5,9,459.09
508,4192,262,9,765.98
509,6620,271,7,658.51
510,5436,195,3,1310.93
511,9716,86,6,1534.0
512,8763,96,3,1350.26
513,8611,85,9,368.16
514,27,57,9,1826.47
515,3578,79,4,155.33
516,6120,108,1,1084.12
517,7157,262,9,765.98
518,5618,219,9,116.86
519,4883,217,8,1583.09
520,6710,254,9,559.16
521,303,205,5,956.25
522,5308,283,4,512.84
523,7859,138,5,1451.37
524,9414,167,10,927.05
525,7782,172,3,1890.92
526,1301,119,6,1116.14
527,3288,42,8,23.59
528,5282,177,6,917.46
529,9826,82,9,1869.82
530,8005,141,9,613.34
531,7494,142,2,431.5
532,1055,150,9,1300.96
533,6321,81,7,1086.92
534,7271,166,2,1933.35
535,1931,253,7,135.9
536,4214,172,4,1890.92
537,4395,209,6,1858.25
538,5215,37,6,1655.71
539,7141,160,2,1162.49
540,6608,226,9,986.3
541,9812,219,4,116.86
542,131,26,10,223.53
543,3385,180,9,41.31
544,3010,32,2,1300.09
545,6489,99,1,926.64
546,1407,168,10,346.84
547,7789,80,3,695.61
548,4601,75,3,1348.81
549,8591,144,9,1496.29
550,3523,157,10,1129.42
551,2743,246,7,781.72
552,6721,284,1,1433.32
553,9302,267,5,963.23
554,7142,26,2,223.53
555,8293,18,5,1827.33
556,133,105,4,898.42
557,4916,284,1,1433.32
558,1180,171,4,1052.65
559,7187,124,6,375.92
560,8635,205,7,956.25
561,7963,54,6,961.58
562,5347,134,5,112.56
563,6830,9,6,20.31
564,4015,300,3,1165.23
565,6439,21,10,1994.37
566,7167,249,5,1148.2
567,6602,71,8,896.51
568,2229,25,6,603.8
569,3379,203,5,1790.63
570,9395,33,2,38.03
571,9819,79,9,155.33
572,5719,210,8,41.16
573,2516,257,6,1444.59
574,698,88,2,902.59
575,5856,165,4,522.08
576,9128,126,1,608.47
577,8145,233,6,766.2
578,5244,282,3,1270.34
579,1464,82,7,1869.82
580,2989,214,5,1137.72
581,3565,190,7,541.98
582,7827,263,5,886.04
583,4728,203,1,1790.63
584,7305,288,10,1091.85
585,367,247,6,1452.44
586,1347,289,10,1406.25
587,1640,259,2,921.14
588,7473,248,6,1811.36
589,6068,36,3,359.23
590,9382,142,5,431.5
591,1573,158,10,1485.09
592,2707,174,4,283.61
593,1644,220,5,471.97
594,8872,92,9,792.19
595,4007,265,6,280.89
596,9345,244,5,1571.03
597,7209,228,7,869.38
598,5743,195,6,1310.93
599,9542,19,8,841.59
600,308,186,6,222.96
601,4965,135,4,1350.61
602,5013,114,7,1971.53
603,8799,242,8,188.34
604,1669,173,7,1531.03
605,9236,90,3,274.65
606,44,299,5,1496.24
607,881,250,7,1373.78
608,3949,153,2,206.23
609,5666,108,6,1084.12
610,9728,238,8,213.44
611,2048,27,1,576.28
612,1799,64,6,132.9
613,4134,237,8,895.02
614,3748,148,10,650.01
615,4307,124,2,375.92
616,4300,275,8,368.06
617,2188,89,6,757.53
618,5985,240,9,1118.4
619,5518,206,5,1849.08
620,1702,115,6,449.88
621,4430,250,5,1373.78
622,1561,202,9,1136.05
623,5388,192,8,923.41
624,3507,161,3,597.43
625,3896,75,9,1348.81
626,6009,191,6,167.25
627,9056,10,10,1956.04
628,5637,249,10,1148.2
629,4939,250,6,1373.78
630,8218,51,7,1383.68
631,6594,23,3,1873.85
632,8699,135,2,1350.61
633,3169,211,3,1178.2
634,3905,110,5,475.98
635,7276,1,5,1866.72
636,299,239,2,382.91
637,4123,206,10,1849.08
638,7285,50,5,1375.29
639,8073,251,4,286.29
640,4766,64,9,132.9
641,5723,164,10,1003.61
642,5572,22,9,1578.04
643,3552,256,5,728.64
644,6109,207,1,1799.63
645,2010,237,1,895.02
646,3129,199,2,1408.66
647,317,40,8,1963.55
648,5701,16,1,1308.07
649,1719,225,1,1569.26
650,6279,236,10,20.34
651,4419,295,1,1933.95
652,8010,279,7,1664.25
653,9788,92,9,792.19
654,5122,161,2,597.43
655,6519,80,2,695.61
656,5983,297,4,220.83
657,9006,300,7,1165.23
658,7294,206,4,1849.08
659,5783,102,7,1233.7
660,7976,123,6,306.94
661,5834,270,10,1935.85
662,6677,24,8,1754.72
663,947,233,3,766.2
664,2177,274,9,407.6
665,3513,139,2,441.86
666,3501,119,6,1116.14
667,1745,100,10,558.54
668,120,39,5,1341.82
669,3106,25,10,603.8
670,7670,159,3,528.94
671,8070,159,10,528.94
672,3715,222,7,1910.17
673,3687,161,8,597.43
674,9303,212,8,1858.46
675,1025,138,9,1451.37
676,367,101,1,74.11
677,845,234,4,1481.91
678,5968,224,6,68.96
679,9187,79,7,155.33
680,413,263,3,886.04
681,5615,93,7,1458.44
682,3888,242,10,188.34
683,4333,35,3,1352.06
684,8300,268,7,1929.5
685,7032,299,2,1496.24
686,1450,65,3,1806.75
687,3214,86,2,1534.0
688,4323,86,6,1534.0
689,2607,194,2,606.95
690,1773,300,8,1165.23
691,8955,291,3,227.65
692,5459,157,7,1129.42
693,5218,232,5,173.26
694,4471,194,6,606.95
695,3519,93,6,1458.44
696,5195,144,5,1496.29
697,1252,57,9,1826.47
698,1599,273,6,736.38
699,1399,110,7,475.98
700,7376,97,9,854.01
701,300,174,3,283.61
702,950,106,9,497.02
703,8846,52,10,741.41
704,3546,228,7,869.38
705,8405,155,2,1829.52
706,8800,144,8,1496.29
707,1316,134,7,112.56
708,2205,85,1,368.16
709,1221,134,9,112.56
710,3995,102,4,1233.7
711,5303,137,1,384.44
712,1597,57,3,1826.47
713,7257,87,9,755.18
714,3393,200,1,1004.72
715,3205,1,9,1866.72
716,7892,203,5,1790.63
717,7680,248,1,1811.36
718,9389,6,7,114.46
719,7917,223,2,1938.15
720,8905,122,8,1395.65
721,6181,74,10,124.9
722,6115,2,8,283.17
723,6899,248,2,1811.36
724,6817,95,2,1957.2
725,8176,76,1,1449.33
726,4620,280,9,1639.74
727,8457,203,9,1790.63
728,809,154,2,1525.64
729,8209,200,10,1004.72
730,3644,23,4,1873.85
731,2652,199,5,1408.66
732,5383,206,5,1849.08
733,7036,240,5,1118.4
734,1789,43,7,478.69
735,607,166,4,1933.35
736,9982,11,7,819.75
737,4099,292,1,1318.63
738,9250,250,1,1373.78
739,3760,153,3,206.23
740,5510,59,10,1526.1
741,7384,28,2,1053.39
742,9050,36,6,359.23
743,9153,294,2,98.15
744,3078,204,9,467.24
745,2330,297,7,220.83
746,7612,6,8,114.46
747,4543,90,2,274.65
748,5442,127,2,1613.49
749,9804,128,7,1129.15
750,2270,175,3,145.26
751,6579,2,3,283.17
752,2855,58,7,1605.97
753,9362,13,9,1514.26
754,8357,234,6,1481.91
755,4528,264,1,1632.8
756,2320,119,4,1116.14
757,6031,280,4,1639.74
758,8250,153,4,206.23
759,1355,3,7,1484.37
760,5933,230,4,1546.61
761,5346,44,8,1908.53
762,5104,174,5,283.61
763,6184,294,4,98.15
764,5656,63,1,1835.32
765,2670,42,5,23.59
766,772,46,3,32.76
767,8898,126,4,608.47
768,1422,293,6,341.01
769,6024,263,10,886.04
770,7901,290,10,1191.7
771,196,113,6,481.44
772,9878,233,2,766.2
773,8074,253,2,135.9
774,7962,14,4,649.12
775,536,177,7,917.46
776,8198,232,1,173.26
777,9391,156,2,632.71
778,2123,130,7,782.95
779,79,169,2,981.75
780,6426,130,9,782.95
781,3799,285,10,157.19
782,5256,107,4,810.51
783,7344,198,9,121.67
784,4242,60,9,1747.54
785,7431,207,8,1799.63
786,7616,224,1,68.96
787,154,199,5,1408.66
788,3678,159,6,528.94
789,9620,233,4,766.2
790,1312,242,4,188.34
791,731,117,4,1897.56
792,2901,136,10,88.7
793,6885,232,6,173.26
794,8190,136,6,88.7
795,1906,1,5,1866.72
796,8894,144,9,1496.29
797,708,156,8,632.71
798,3559,60,9,1747.54
799,1520,177,7,917.46
800,321,175,5,145.26
801,2658,248,1,1811.36
802,7455,299,6,1496.24
803,9499,154,8,1525.64
804,6776,61,2,1055.76
805,1762,27,8,576.28
806,9440,243,7,195.2
807,5025,231,6,1598.13
808,4751,180,7,41.31
809,5594,237,3,895.02
810,8385,290,8,1191.7
811,2486,86,7,1534.0
812,9448,108,5,1084.12
813,8306,173,5,1531.03
814,406,105,10,898.42
815,171,260,5,616.27
816,6230,271,6,658.51
817,6830,6,7,114.46
818,6209,94,7,1671.3
819,1109,112,9,1547.35
820,2167,210,9,41.16
821,7805,18,10,1827.33
822,7256,226,8,986.3
823,7194,192,8,923.41
824,670,106,10,497.02
825,9257,209,3,1858.25
826,6165,115,8,449.88
827,7675,95,8,1957.2
828,1143,44,1,1908.53
829,7173,123,6,306.94
830,2019,67,9,337.43
831,9783,215,3,1357.3
832,3071,17,7,1074.95
833,8842,86,5,1534.0
834,3305,84,4,73.15
835,3156,124,1,375.92
836,2345,111,10,644.62
837,9657,118,5,1255.73
838,4587,195,1,1310.93
839,6573,15,7,1816.79
840,9274,133,4,194.0
841,38,205,10,956.25
842,5633,67,4,337.43
843,5588,225,9,1569.26
844,6420,166,3,1933.35
845,9811,157,2,1129.42
846,2238,259,6,921.14
847,3973,247,1,1452.44
848,541,196,5,196.07
849,4159,272,9,1634.82
850,5511,148,9,650.01
851,7846,175,4,145.26
852,1748,60,10,1747.54
853,8525,6,5,114.46
854,2732,186,6,222.96
855,5096,74,9,124.9
856,106,166,4,1933.35
857,7276,211,5,1178.2
858,2163,187,6,1053.53
859,490,246,9,781.72
860,6952,282,9,1270.34
861,7318,279,7,1664.25
862,450,93,1,1458.44
863,3747,67,3,337.43
864,2005,128,2,1129.15
865,7874,18,2,1827.33
866,5342,287,7,1073.39
867,6795,107,10,810.51
868,9449,68,9,889.26
869,7733,290,9,1191.7
870,7931,82,9,1869.82
871,8144,104,2,210.78
872,4123,81,5,1086.92
873,9297,186,7,222.96
874,2846,296,2,1931.78
875,7765,296,7,1931.78
876,5075,154,2,1525.64
877,6998,5,4,459.09
878,3190,94,9,1671.3
879,9122,260,1,616.27
880,7717,3,1,1484.37
881,5312,41,1,653.97
882,2930,270,8,1935.85
883,5116,174,2,283.61
884,2459,11,3,819.75
885,2609,2,2,283.17
886,8014,185,5,1614.27
887,6006,140,2,1740.25
888,6527,142,9,431.5
889,8164,71,2,896.51
890,911,138,7,1451.37
891,6801,68,8,889.26
892,5236,10,2,1956.04
893,5825,88,7,902.59
894,9358,230,5,1546.61
895,4519,88,1,902.59
896,3766,204,1,467.24
897,7886,274,6,407.6
898,4790,278,4,882.53
899,3305,7,10,667.28
900,6103,260,8,616.27
901,2323,122,9,1395.65
902,3542,204,9,467.24
903,172,219,1,116.86
904,1441,133,6,194.0
905,7298,79,4,155.33
906,2205,206,8,1849.08
907,1237,138,9,1451.37
908,5608,257,2,1444.59
909,7542,4,2,492.49
910,5980,23,2,1873.85
911,9266,222,8,1910.17
912,9983,248,3,1811.36
913,454,67,6,337.43
914,1207,293,3,341.01
915,758,62,9,1410.49
916,2536,282,6,1270.34
917,2070,122,4,1395.65
918,2448,290,8,1191.7
919,62,138,10,1451.37
920,3240,245,10,34.56
921,5579,259,3,921.14
922,9723,53,6,446.07
923,8775,191,6,167.25
924,2047,40,7,1963.55
925,3458,228,2,869.38
926,4628,85,1,368.16
927,7646,172,8,1890.92
928,4960,57,5,1826.47
929,3007,154,9,1525.64
930,7664,122,10,1395.65
931,6751,82,7,1869.82
932,2135,178,10,1239.49
933,1307,265,9,280.89
934,3896,36,3,359.23
935,4922,295,8,1933.95
936,7366,121,7,1573.75
937,7555,246,3,781.72
938,4226,153,4,206.23
939,5009,102,6,1233.7
940,4986,237,9,895.02
941,8117,85,10,368.16
942,6167,186,8,222.96
943,1808,173,7,1531.03
944,5037,115,9,449.88
945,705,81,10,1086.92
946,9362,25,4,603.8
947,4428,274,1,407.6
948,4864,65,5,1806.75
949,7716,298,7,524.89
950,829,16,1,1308.07
951,9300,147,1,1831.1
952,9854,34,7,1583.63
953,5806,248,4,1811.36
954,7830,213,3,333.28
955,4719,86,7,1534.0
956,6258,71,3,896.51
957,5997,134,10,112.56
958,2520,17,4,1074.95
959,6760,119,1,1116.14
960,9756,44,5,1908.53
961,961,52,6,741.41
962,2430,239,4,382.91
963,1782,59,8,1526.1
964,3021,94,7,1671.3
965,5092,34,5,1583.63
966,8051,169,7,981.75
967,9365,7,1,667.28
968,1078,268,5,1929.5
969,2063,115,4,449.88
970,5407,271,5,658.51
971,7347,157,3,1129.42
972,2588,295,9,1933.95
973,3971,166,10,1933.35
974,6837,213,8,333.28
975,7810,43,6,478.69
976,4083,11,3,819.75
977,2723,221,3,687.78
978,4935,239,4,382.91
979,6598,167,1,927.05
980,700,104,3,210.78
981,9915,289,1,1406.25
982,9416,20,1,1868.51
983,7084,154,8,1525.64
984,6662,35,5,1352.06
985,4934,75,8,1348.81
986,8246,251,4,286.29
987,5323,163,5,1143.88
988,861,146,3,1410.5
989,4073,64,7,132.9
990,8073,74,1,124.9
991,7093,227,6,1110.55
992,4386,293,4,341.01
993,3219,157,4,1129.42
994,9414,205,10,956.25
995,315,142,6,431.5
996,3474,94,6,1671.3
997,2860,263,8,886.04
998,9142,114,6,1971.53
999,7483,102,4,1233.7
1000,8372,51,4,1383.68
1001,4035,11,8,819.75
1002,3809,142,6,431.5
1003,4073,107,1,810.51
1004,2963,118,7,1255.73
1005,5083,52,3,741.41
1006,2500,151,8,530.51
1007,4154,12,10,960.12
1008,8827,192,4,923.41
1009,7515,81,1,1086.92
1010,3961,118,6,1255.73
1011,735,166,2,1933.35
1012,6550,25,3,603.8
1013,4073,68,6,889.26
1014,1571,15,8,1816.79
1015,1471,188,6,391.94
1016,5313,274,8,407.6
1017,888,137,1,384.44
1018,4480,78,3,1494.15
1019,4902,175,7,145.26
1020,5007,37,2,1655.71
1021,9728,81,6,1086.92
1022,6100,45,3,1169.1
1023,5256,120,9,1944.86
1024,584,249,9,1148.2
1025,1235,47,4,1388.61
1026,5657,11,6,819.75
1027,3658,159,10,528.94
1028,4161,36,10,359.23
1029,7708,57,6,1826.47
1030,8147,161,6,597.43
1031,8130,63,7,1835.32
1032,7082,119,3,1116.14
1033,8437,68,5,889.26
1034,6711,126,1,608.47
1035,7055,62,7,1410.49
1036,2198,39,9,1341.82
1037,5975,222,4,1910.17
1038,5177,68,1,889.26
1039,13,235,7,727.79
