order_id,customer_id,order_date,status
329,1905,2023-09-27,processing
330,1101,2024-07-31,pending
331,620,2024-12-14,pending
332,352,2024-11-15,shipped
333,2218,2024-02-28,cancelled
334,932,2024-07-20,pending
335,1586,2024-06-19,delivered
336,2194,2024-12-04,delivered
337,2346,2023-08-30,delivered
338,1225,2023-03-22,delivered
339,2926,2023-02-05,cancelled
340,2340,2024-06-13,cancelled
341,2776,2024-09-27,processing
342,493,2024-04-04,processing
343,685,2023-08-05,processing
344,517,2023-02-13,delivered
345,321,2024-11-30,delivered
346,828,2024-10-04,processing
347,2438,2023-09-22,shipped
348,2979,2023-03-10,pending
349,1590,2024-07-23,delivered
350,2262,2023-11-30,shipped
351,2129,2024-04-14,pending
352,2869,2024-09-30,cancelled
353,2141,2024-03-05,pending
354,1698,2023-06-03,processing
355,2321,2024-08-25,cancelled
356,411,2023-04-19,cancelled
357,414,2023-10-20,cancelled
358,1409,2024-02-25,shipped
359,1569,2024-11-01,delivered
360,2344,2024-09-15,delivered
361,154,2023-06-26,shipped
362,1651,2023-05-28,cancelled
363,2494,2024-11-28,delivered
364,159,2024-02-10,shipped
365,2829,2023-09-01,pending
366,1947,2023-10-03,shipped
367,83,2023-12-12,shipped
368,1274,2023-10-15,delivered
369,2852,2024-12-02,pending
370,934,2023-05-18,shipped
371,1815,2023-11-25,shipped
372,2986,2024-03-02,cancelled
373,2645,2023-04-02,processing
374,1810,2023-08-05,delivered
375,1985,2024-06-12,shipped
376,231,2024-06-11,processing
377,269,2023-11-15,cancelled
378,1653,2023-05-19,cancelled
379,2330,2023-01-30,processing
380,790,2023-07-25,pending
381,1022,2023-02-03,delivered
382,208,2024-01-05,processing
383,1123,2024-01-13,delivered
384,2069,2024-02-11,pending
385,2791,2023-02-01,processing
386,1526,2024-05-15,cancelled
387,1828,2023-07-01,delivered
388,2404,2024-07-18,shipped
389,1411,2023-06-17,shipped
390,2822,2023-04-03,shipped
391,113,2024-01-31,pending
392,668,2024-08-08,processing
393,907,2024-10-24,processing
394,2776,2023-07-31,shipped
395,2669,2024-02-24,cancelled
396,83,2024-11-29,pending
397,1942,2023-05-16,processing
398,2463,2023-01-09,
399,1034,2024-09-14,shipped
400,2920,2024-12-27,shipped
401,1736,2024-01-21,shipped
402,1881,2023-09-16,processing
403,1912,2023-11-06,cancelled
404,2555,2024-02-11,cancelled
405,420,2023-01-08,cancelled
406,2714,2024-01-19,cancelled
407,2652,2024-08-31,cancelled
408,1158,2023-11-02,pending
409,1974,2023-03-07,shipped
410,1133,2024-10-17,shipped
411,1135,2023-09-25,shipped
412,772,2023-06-03,cancelled
413,985,2023-02-28,cancelled
414,1656,2024-11-07,shipped
415,2789,2023-05-24,pending
416,2685,2024-05-24,shipped
417,1063,2024-03-04,delivered
418,1591,2023-02-06,cancelled
419,2901,2024-08-08,processing
420,1406,2024-12-31,processing
421,2812,2024-07-01,delivered
422,2752,2024-01-03,cancelled
423,1230,2023-06-24,cancelled
424,742,2023-10-28,pending
425,1929,2023-05-12,shipped
426,2971,2024-07-26,processing
427,2785,2023-12-10,pending
428,911,2023-12-30,processing
429,1258,2024-03-06,shipped
430,1523,2023-09-24,cancelled
431,1205,2024-04-19,pending
432,1928,2023-02-24,cancelled
433,2377,2024-09-27,pending
434,1935,2023-07-19,cancelled
435,491,2024-11-28,delivered
436,2171,2023-11-02,delivered
437,222,2023-06-04,processing
438,821,2023-12-17,delivered
439,2333,2024-04-13,processing
440,1296,2023-07-04,pending
441,1998,2023-12-07,processing
442,1284,2024-10-11,pending
443,20,2024-04-07,shipped
444,858,2023-06-22,cancelled
445,649,2024-05-16,pending
446,531,2024-09-21,delivered
447,2595,2024-03-15,delivered
448,1758,2024-05-03,delivered
449,20,2023-02-08,cancelled
450,817,2024-01-18,pending
451,1320,2024-06-27,processing
452,74,2024-11-23,pending
453,2567,2023-09-12,processing
454,2841,2023-12-19,shipped
455,529,2023-04-16,delivered
456,2062,2024-08-25,shipped
457,685,2023-03-08,pending
458,1222,2023-10-25,delivered
459,2982,2024-06-16,cancelled
460,2147,2023-12-12,delivered
461,2814,2023-05-18,shipped
462,2008,2024-01-03,processing
463,676,2024-02-18,pending
464,936,2023-08-18,processing
465,866,2023-01-23,cancelled
466,2067,2023-06-23,pending
467,1502,2024-12-29,pending
468,1537,2024-10-17,shipped
469,2191,2024-09-30,pending
470,2433,2023-02-19,pending
471,2678,2023-01-21,pending
472,2826,2023-04-29,delivered
473,1820,2024-01-25,pending
474,2242,2023-09-16,delivered
475,2875,2023-06-06,processing
476,2848,2024-12-03,pending
477,1234,2024-03-06,pending
478,2714,2024-06-16,shipped
479,2551,2024-09-12,processing
480,1716,2023-04-18,cancelled
481,2945,2024-09-24,pending
482,1158,2023-04-27,pending
483,2039,2023-07-23,cancelled
484,819,2023-09-27,cancelled
485,827,2024-01-02,delivered
486,1210,2023-06-14,pending
487,2246,2024-05-23,processing
488,2819,2024-05-07,shipped
489,961,2023-01-03,pending
490,2752,2023-04-02,pending
491,2352,2024-11-16,delivered
492,611,2023-04-03,cancelled
493,308,2023-04-14,shipped
494,2640,2023-08-25,delivered
495,1213,2023-09-28,delivered
496,206,2023-04-13,processing
497,162,2023-10-25,shipped
498,2773,2023-11-17,delivered
499,475,2023-04-08,pending
500,40,2023-05-22,processing
501,1347,2024-01-02,delivered
502,2547,2023-10-02,pending
503,1527,2023-12-17,processing
504,467,2024-02-15,delivered
505,1870,2023-10-06,delivered
506,2826,2024-05-04,delivered
507,2658,2023-06-20,pending
508,543,2024-12-13,pending
509,653,2023-04-17,delivered
510,2420,2024-05-09,cancelled
511,2779,2024-03-24,processing
512,2504,2024-01-24,shipped
513,2505,2023-01-30,processing
514,1979,2024-05-14,pending
515,1685,2024-03-27,pending
516,260,2023-09-25,shipped
517,51,2024-12-22,cancelled
518,2362,2024-08-01,processing
519,2744,2023-12-13,cancelled
520,2143,2024-12-05,cancelled
521,391,2024-03-19,processing
522,1974,2023-12-21,delivered
523,609,2024-07-25,cancelled
524,224,2023-01-12,processing
525,2071,2024-04-25,delivered
526,678,2023-03-18,delivered
527,1314,2023-09-04,shipped
528,1140,2023-02-21,cancelled
529,913,2024-07-17,delivered
530,1652,2023-08-29,pending
531,1881,2024-03-30,cancelled
532,1836,2023-04-01,delivered
533,1832,2023-11-20,pending
534,2038,2024-10-31,pending
535,421,2024-02-18,delivered
536,147,2024-07-24,cancelled
537,1,2023-04-04,cancelled
538,2536,2024-10-14,shipped
539,2083,2024-07-29,processing
540,2682,2024-11-18,delivered
541,1397,2024-01-08,pending
542,914,2024-04-10,shipped
543,2295,2024-09-26,cancelled
544,1938,2024-11-03,shipped
545,2933,2024-04-08,pending
546,400,2024-11-05,processing
547,9,2023-12-16,shipped
548,2596,2023-10-26,cancelled
549,2139,2024-01-18,pending
550,188,2023-06-18,delivered
551,576,2024-02-24,pending
552,1042,2024-09-17,processing
553,769,2023-05-04,delivered
554,884,2024-04-13,processing
555,2936,2023-12-13,pending
556,1698,2023-02-17,cancelled
557,505,2024-04-06,delivered
558,2698,2024-08-26,cancelled
559,552,2024-05-25,pending
560,2173,2023-02-19,cancelled
561,1773,2024-08-22,delivered
562,2083,2023-07-01,cancelled
563,712,2023-05-12,pending
564,1587,2024-11-04,cancelled
565,2483,2023-11-26,cancelled
566,1576,2024-03-04,cancelled
567,2837,2023-09-12,shipped
568,1630,2023-12-18,shipped
569,1855,2023-05-17,processing
570,1691,2024-09-08,cancelled
571,1225,2024-12-19,cancelled
572,1286,2024-12-29,cancelled
573,2592,2023-08-11,processing
574,859,2024-10-01,shipped
575,2813,2023-12-20,processing
576,2910,2024-10-27,processing
577,2064,2024-07-09,shipped
578,2910,2023-04-29,shipped
579,2304,2024-05-06,cancelled
580,2338,2024-11-14,delivered
581,2762,2024-06-30,shipped
582,1731,2023-01-14,cancelled
583,437,2023-01-26,delivered
584,596,2023-02-24,pending
585,819,2023-10-01,processing
586,1174,2024-11-30,shipped
587,600,2023-03-05,shipped
588,836,2024-07-08,pending
589,1470,2024-04-08,pending
590,2524,2024-11-22,cancelled
591,919,2024-10-24,cancelled
592,1593,2023-09-01,cancelled
593,2852,2023-10-22,pending
594,1563,2024-02-01,delivered
595,2807,2023-11-17,cancelled
596,221,2023-01-14,shipped
597,832,2024-09-27,delivered
598,924,2024-10-10,shipped
599,2411,2024-07-13,cancelled
600,805,2023-07-18,shipped
601,1839,2023-07-01,pending
602,766,2023-06-27,cancelled
603,489,2024-01-22,pending
604,1756,2023-10-13,cancelled
605,1083,2023-05-14,processing
606,2393,2023-09-19,pending
607,1354,2024-04-22,processing
608,164,2023-06-07,shipped
609,2445,2023-02-22,cancelled
610,2712,2023-11-05,delivered
611,2346,2024-07-17,shipped
612,299,2024-12-25,shipped
613,2153,2023-08-14,processing
614,2133,2023-03-11,cancelled
615,653,2024-03-01,cancelled
616,2200,2024-02-18,pending
617,1432,2023-08-15,processing
618,2718,2023-12-06,shipped
619,1478,2023-10-28,processing
620,2533,2024-06-27,delivered
621,2300,2024-10-26,pending
622,470,2024-11-15,shipped
623,1826,2023-09-04,cancelled
624,2545,2023-09-07,pending
625,2796,2023-11-25,
626,465,2024-01-31,shipped
627,2213,2023-10-17,pending
628,2118,2024-01-19,cancelled
629,2084,2024-04-01,delivered
630,180,2023-10-31,processing
631,1313,2024-06-10,pending
632,394,2023-06-21,cancelled
633,2185,2023-01-08,pending
634,864,2024-11-17,processing
635,2808,2024-03-10,pending
636,843,2024-07-04,delivered
637,2649,2023-03-15,processing
638,98,2024-04-15,shipped
639,156,2023-03-31,pending
640,223,2023-07-02,shipped
641,2286,2023-03-14,cancelled
642,933,2023-09-22,delivered
643,1590,2024-04-06,delivered
644,1774,2023-11-20,pending
645,1596,2024-11-20,pending
646,2191,2023-01-07,cancelled
647,260,2024-08-22,pending
648,2871,2023-03-16,shipped
649,2060,2023-04-19,shipped
650,2810,2023-11-05,cancelled
651,355,2023-10-16,delivered
652,1563,2024-02-09,pending
653,1942,2023-06-10,cancelled
654,901,2023-05-20,delivered
655,2236,2023-10-30,processing
656,1221,2024-11-24,shipped
657,46,2024-07-20,cancelled
658,580,2023-05-07,pending
659,21,2024-08-09,cancelled
660,1615,2024-07-04,cancelled
661,349,2023-11-09,processing
662,2974,2023-12-19,processing
663,1691,2024-10-23,cancelled
664,584,2023-06-14,processing
665,905,2024-09-23,shipped
666,796,2023-04-28,processing
667,2749,2024-08-03,pending
668,2249,2024-04-17,cancelled
669,300,2023-10-25,pending
670,1027,2023-04-11,processing
671,2973,2024-08-17,delivered
672,1356,2024-01-01,processing
673,2750,2024-11-02,processing
674,410,2023-10-19,cancelled
675,286,2023-07-18,shipped
676,1991,2024-04-06,shipped
677,2525,2024-11-06,shipped
678,2841,2024-08-21,processing
679,2317,2024-08-03,shipped
680,1296,2024-03-14,processing
681,20,2023-11-17,processing
682,908,2024-12-30,delivered
683,1134,2024-01-04,processing
684,2784,2023-12-06,delivered
685,1896,2024-04-01,shipped
686,1252,2024-05-13,cancelled
687,446,2023-06-29,cancelled
688,336,2023-10-15,processing
689,2207,2023-07-21,shipped
690,2567,2023-03-20,pending
691,77,2024-06-03,pending
692,2384,2024-08-15,delivered
693,2417,2023-08-06,pending
694,2260,2023-09-24,cancelled
695,2211,2024-04-28,processing
696,1499,2024-02-06,processing
697,2416,2023-10-25,processing
698,1904,2024-05-28,cancelled
699,371,2024-02-11,shipped
700,2057,2023-01-11,processing
701,2516,2024-12-01,processing
702,2106,2023-05-24,delivered
703,653,2023-07-03,cancelled
704,2318,2024-11-06,processing
705,2999,2024-05-10,shipped
706,166,2023-08-13,delivered
707,950,2023-03-06,shipped
708,1514,2023-08-28,pending
709,2739,2023-07-31,cancelled
710,1480,2024-02-02,delivered
711,1863,2023-02-17,pending
712,2657,2023-11-28,pending
713,2883,2024-06-17,shipped
714,1079,2024-08-15,cancelled
715,2336,2023-06-28,delivered
716,2678,2024-01-23,shipped
717,2408,2024-10-31,pending
718,2117,2023-09-15,delivered
719,913,2024-06-12,delivered
720,1446,2023-12-20,delivered
721,1975,2024-09-10,pending
722,2056,2023-05-23,delivered
723,679,2023-08-24,pending
724,2108,2024-10-20,shipped
725,867,2023-06-03,processing
726,645,2024-01-06,cancelled
727,2939,2023-05-02,processing
728,1699,2023-12-05,pending
729,1973,2024-11-22,delivered
730,1963,2023-08-04,cancelled
731,661,2024-10-24,delivered
732,92,2023-09-07,pending
733,524,2024-08-10,cancelled
734,660,2023-05-18,cancelled
735,161,2024-08-09,processing
736,230,2023-06-20,shipped
737,738,2024-06-13,delivered
738,2455,2024-07-31,pending
739,2948,2024-11-08,shipped
740,352,2023-08-10,delivered
741,2485,2024-04-27,delivered
742,699,2023-08-13,delivered
743,2462,2023-05-27,cancelled
744,745,2024-09-30,cancelled
745,1084,2023-06-21,shipped
746,1858,2024-09-02,cancelled
747,282,2023-08-24,delivered
748,1579,2023-05-16,pending
749,68,2023-07-27,cancelled
750,2066,2024-12-01,delivered
751,613,2024-09-12,pending
752,727,2024-05-02,cancelled
753,2457,2023-02-09,cancelled
754,2062,2023-05-01,pending
755,1976,2024-11-06,processing
756,2472,2024-07-06,pending
757,2780,2024-10-26,
758,2139,2024-03-06,shipped
759,178,2024-12-15,cancelled
760,1758,2023-08-23,delivered
761,1562,2023-12-25,cancelled
762,2854,2024-08-12,pending
763,1743,2023-05-18,shipped
764,1955,2023-08-27,pending
765,1161,2024-09-04,cancelled
766,1674,2023-09-21,processing
767,23,2024-12-27,pending
768,2368,2024-06-19,pending
769,2129,2023-01-08,delivered
770,2682,2023-07-30,shipped
771,1675,2024-01-06,pending
772,634,2024-03-12,cancelled
773,1039,2023-09-25,cancelled
774,1735,2024-08-01,shipped
775,2507,2023-10-10,delivered
776,835,2024-02-28,cancelled
777,2284,2024-05-09,processing
778,1517,2024-07-26,cancelled
779,1982,2023-09-17,shipped
780,2367,2023-12-19,delivered
781,566,2024-11-06,pending
782,942,2024-04-02,processing
783,411,2023-08-08,cancelled
784,1641,2023-12-13,cancelled
785,2516,2024-12-14,pending
786,659,2024-02-03,pending
787,374,2023-05-29,delivered
788,2459,2024-03-21,pending
789,263,2023-09-27,processing
790,1519,2023-03-23,cancelled
791,155,2024-01-29,delivered
792,2515,2024-11-02,cancelled
793,1174,2024-12-29,cancelled
794,236,2023-06-29,delivered
795,1799,2023-01-11,processing
796,2691,2024-06-14,shipped
797,798,2023-02-04,cancelled
798,2092,2024-06-12,processing
799,2520,2023-06-23,pending
800,1474,2023-09-02,pending
801,645,2023-03-30,shipped
802,1637,2023-12-28,delivered
803,1661,2024-08-23,processing
804,2121,2023-01-16,pending
805,370,2024-07-16,shipped
806,2975,2024-07-26,cancelled
807,1426,2023-12-22,shipped
808,927,2024-09-12,processing
809,1863,2024-02-18,cancelled
810,20,2023-09-25,processing
811,1668,2024-06-02,pending
812,2289,2023-03-16,cancelled
813,1206,2023-12-15,pending
814,2103,2023-09-21,cancelled
815,2355,2023-09-14,delivered
816,1545,2024-07-30,delivered
817,997,2023-12-14,delivered
818,2792,2024-04-16,cancelled
819,113,2024-05-08,pending
820,1057,2023-03-11,delivered
821,2596,2023-08-14,processing
822,1294,2024-02-27,shipped
823,2116,2024-07-02,pending
824,2871,2023-09-27,processing
825,1177,2023-04-06,delivered
826,2760,2023-12-17,pending
827,2272,2023-07-02,delivered
828,1286,2023-12-29,processing
829,2350,2023-10-03,processing
830,2799,2023-07-14,delivered
831,818,2023-08-29,processing
832,1088,2023-07-31,processing
833,831,2023-09-13,cancelled
834,1459,2023-06-09,pending
835,492,2023-03-22,delivered
836,2515,2023-01-07,cancelled
837,174,2024-05-08,shipped
838,2543,2023-11-19,delivered
839,2354,2023-10-09,delivered
840,750,2024-06-07,shipped
841,1630,2023-08-16,cancelled
842,526,2023-02-25,cancelled
843,1734,2024-05-04,cancelled
844,134,2024-05-29,shipped
845,1613,2024-12-03,processing
846,1873,2023-05-04,cancelled
847,1885,2023-11-20,pending
848,49,2024-11-21,processing
849,1555,2024-08-17,pending
850,1333,2024-01-06,cancelled
851,1064,2023-07-11,cancelled
852,1077,2023-08-31,shipped
853,1931,2024-09-19,shipped
854,1499,2023-07-08,delivered
855,1737,2023-08-04,delivered
856,2871,2024-01-17,shipped
857,1641,2023-10-14,delivered
858,737,2024-08-08,processing
859,2359,2024-12-03,processing
860,410,2023-10-04,processing
861,2275,2024-03-18,delivered
862,804,2023-05-30,processing
863,1938,2023-01-10,processing
864,1727,2024-05-26,processing
865,2584,2024-06-13,cancelled
866,2952,2023-11-20,delivered
867,1229,2023-09-14,cancelled
868,2326,2023-02-18,delivered
869,406,2024-12-08,processing
870,246,2023-08-09,shipped
871,1952,2024-10-06,pending
872,1843,2023-12-09,shipped
873,1479,2024-01-04,cancelled
874,2284,2023-09-21,shipped
875,82,2024-02-26,pending
876,1439,2024-11-26,cancelled
877,815,2024-08-13,cancelled
878,2662,2024-10-26,cancelled
879,715,2023-10-19,shipped
880,1332,2024-11-20,cancelled
881,1997,2024-04-02,pending
882,1561,2024-09-20,shipped
883,1900,2024-10-08,processing
884,687,2024-10-17,shipped
885,1728,2024-10-08,cancelled
886,2342,2024-02-19,pending
887,325,2023-06-15,shipped
888,935,2023-11-18,shipped
889,2675,2023-10-26,shipped
890,2480,2024-10-22,delivered
891,1112,2024-03-31,shipped
892,2405,2024-06-17,delivered
893,1696,2023-06-21,processing
894,95,2023-05-09,processing
895,2712,2023-09-15,pending
896,863,2023-06-20,delivered
897,422,2023-04-08,pending
898,1939,2024-07-15,pending
899,108,2024-02-11,cancelled
900,341,2023-04-17,shipped
901,2532,2023-06-09,pending
902,2683,2024-02-04,shipped
